doc_id,year,author,title,jury_1,jury_2,jury_3,jury_4,jury_5
HEI_000685--000005_410301,2006,,Innovation militaire et sécurité internationale,Liliane ZOSSOU,Pierre DU BOIS,Keith KRAUSE,Christophe CARLE,Mr Christophe Carie
HEI_000685--000006_410301,2006,,"Tests and microfoundations of monetary policy, open macro and trade",Tommaso MANCINI GRIFFOLI,Tommaso MANCINI GRIFEOLI,Richard BALDWIN,Hans GENE ERG,Jean IMBS
HEI_000686--000001_411209,2006,,Words that bind,Corinne GRAFF,David SYLVAN,Cédric DUPONT,Gavan DUFFY,Analytical Framework
HEI_000686--000002_411209,2007,,La répression nationale des crimes contre l'humanité sur la base du principe de la compétence univer,Aliou DIOUF,Andrew CLAPHAM,Peter HAGGENMACHER,Eric DAVID,Laccueil
HEI_000686--000003_411209,2007,,The Paris Club's approach to debt restructuring,Aurélie MARTIN,iïUT UKMVBRSfTAIRE,iHÈQUE Gaé pûÆtaîc,Charles WYPLOSZ,Alexandre SWOBODA
HEI_000687--000001_410301,2007,,Sovereignty over the old city of Jerusalem,Jacques Paul GAUTHIER,Jacques Paul,MM. Marcelo KOHEN,Lucius CAFLISCH,Alain DIECKHOFF
HEI_000687--000002_410301,2007,,Exchange rates in Russia and other emerging market economies,Charles WYPLOSZ,Alexandre SWOBODA,Mme Agnès BENASSY-QUERE,Desired,Estimation Results
HEI_000687--000003_410301,2007,,On the economics of preferential trade liberalization,Alberto AMURGO,Alberto AMURGO PACHECO,Richard BALDWIN,John D.A. CUDDY,M. Jaume VENTURA
HEI_000687--000004_410301,2007,,The nexus between natural resources and civil wars in Africa,D EL,Hortence FOALENG MPAKO,Q.eCM THE,lUÏ îJNrvERSîTAIRE D,M. Urs LUTERBACHER
HEI_000688--000001_410301,2007,,La déclaration de l'OIT relative aux principes et droits fondamentaux au travail et le concept de dr,Claire La Hovary,MM. Marcelo KOHEN,Andrew CLAPHAM,Francis MAUPAIN,Mme Avanthay
HEI_000688--000002_410301,2007,,Trade costs as determinants of international trade,Matthias HELBLE,Richard BALDWIN,M. Federico TRIONFETTI,Peter SCHOTT,Estimation Results
HEI_000688--000003_410301,2007,,"""Status civitatis"" and ""italianità""",Sabina DONATI,Sabina DONATI Sur,Andre LIEBICH,Bruno ARCIDIACONO,Leo XIII
HEI_000688--000004_410206,2007,,Le consentement des parties à l'arbitrage commercial international,Ousmane DIALLO,Jean-Michel JACQUET,Mme Vera GOWLLAND,Philippe LEBOULANGER,Avocat
HEI_000689--000001_410206,2007,,Les télécommunications spatiales et les ressources de l'espace extra-atmosphérique,Ruth,MM. Marcelo KOHEN,Lucius CAFLISCH,Mme Sabine von SCHORLEMER,Lexploitation de
HEI_000689--000002_410206,2007,,"Les forces navales européennes dans la période ""post""-guerre froide",Basil GERMOND,S Basil GERMOND Sur,Pierre DU BOIS,Keith KRAUSE,Georges-Henri SOUTOU
HEI_000689--000003_410206,2007,,The air transport review at the WTO,Geneve UNIVERSITE DE,Cecilia Genevieve DECURTINS,Multilateralism Copyright,Urs LUTERBACHER,Mr. Martin STANILAND
HEI_000689--000004_411209,2007,,Forbidden federalism,Danubian Confederation,Zoltan Bécsi,Bruno ARCIDIACONO,André LIEBICH,M. Gabor Bâtonyi
HEI_000689--000005_411209,2007,,Understanding education reform in South Eastern Europe,Claudine VALENTINE,Cédric DUPONT,Jussi HANHIMAKI,Michel CARTON,pyramid Chapters
HEI_000689--000006_411209,2007,,"Rule, revenue, and representation",Rolf SCHWARZ,Keith KRAUSE,M. Riccardo BOCCO,M. L. Carl BROWN,Edmund Burke
HEI_000690--000001_411209,2007,,Dynamic triads,Maria Carola SAJEM,DYNAMIC TRIADS Banks,Maria Carola SAJEM UNIVERSITE,Cédrid DUPONT,Charles WYPLOSZ
HEI_000690--000002_411209,2007,,"The end of the Cold War as a ""systemic transition""",Jérôme Boris ÉLIE,Jérôme Boris Elie,Jérôme EUE,Bruno ARCIDIACONO,Jussi HANHIMÄKI
HEI_000690--000003_410206,2007,,Le droit international général au travers et au-delà de la coutume,Gionata Piero BUZZINI,Mme Vera GOWLLAND,Georges ABI-SAAB,M. Luigi CONDORELLI,Facoltà di Giurisprudenza
HEI_000690--000004_410206,2007,,The building of the Baltic Sea region,Hilde Dominique Maria-Luk ENGELEN,ZOOMS,Hilde Dominique Maria-Luk ENGELEN I i,M. Keith Krause,M. Cédric Dupont
HEI_000690--000005_410206,2007,,"Three essays on external debt, fiscal and monetary policy issues",Andrea FRACASSO,HEIÏfF,Charles WYPLOSZ,Alexandre SWOBODA,Mme Petra GERLACH-KRISTEN
HEI_000690--000006_410206,2007,,Three essays on exiting from fixed exchange rate regimes,S iriïaS,C O O,Ahmet Atil AÇICI,Anne ve Babam Emine ve Erdogan,Aùl AICI
HEI_000691--000001_410206,2007,,The international law foundations of Palestinian nationality,Andrea BLANCHI,Guy S. GOODWIN-GILL,All Souls College,Ottoman,A. Framework
HEI_000691--000002_410301,2007,,Competitive pressure in integrating Europe,Rosen Stoyanov MARINOV,Rosen Stoyanov,Richard BALDWIN,Simon J. Evenett,Although
HEI_000691--000003_410301,2007,,"Diffusion, norms, and governance",Heather Lynn WIPFLI,Heather WIPFLI,Heather WiPFLI Sur,Keith KRAUSE,David SYLVAN
HEI_000691--000004_410301,2007,,Economic aspects of water use with applications in agriculture and in health,Gauri KHANNA,John D.-A. CUDDY,Hans GENBERG,Jaime DE MELO,To My
HEI_000691--000005_410301,2007,,Toward a global partnership,Hei HEITH,Walter CHRISTMAN,Jussi HANHIMÄKI,M. Peter FOOT,Preface xi
HEI_000691--000006_410301,2007,,Bosnia Endgame,HEtvH,Victor-Yves GHEBALI,Jussi HANHIMÄKI,Pierre HASSNER,Peacekeeping
HEI_000692--000001_410206,2007,,"An international law perspective on intellectual property, biodiversity and traditional knowledge",Jonathan CURCI,M. Marcelo KOHEN,Marco RICOLEI,Antonia and Fernando,Marcelo Kohen
HEI_000692--000002_410206,2007,,"""New multilateralism"" and ""high politics""",I I S,Silvia CATTANEO,M uONALES ET DU DêVEuOPPEMENT GENEVE Silvia CATTANEO Sur,Cédric DUPONT,United Kingdom
HEI_000692--000003_410206,2007,,Conflict financing and the recurrence of intra-state armed conflict,Achim WENNMANN,Cédric DUPONT,Potential,Conflict,Armed
HEI_000692--000004_411209,2007,,Recovering states from disintegration,Glâucia YOSHIURA BOYER,Georges ABI-SAAB,Andrew CLAPHAM,Mr Stephen MARKS,François-Xavier Bagnoud Center for Health and Human Rights
IHEID_000368--000009_410206,2008,,Immunités et violations graves des droits humains,Annyssa BELLAL,Andrew CLAPHAM,Marcelo KOHEN,Pierre-Marie DUPUY,Mme Avanthay
IHEID_000368--000010_410206,2008,,Three essays in monetary policy,Alessandro FLAMINI,Charles WYPLOSZ,Richard BALDWIN,M. Ulf SÖDERSTRÖM,Furthermore
IHEID_000368--000011_410206,2008,,Sovereign debt dynamics in a stochastic environment,Astrit SULSTAROVA,Astrit SULSTAROVA Sur,Hans GENBERG,Alexandre SWOBODA,Graduate School of City of New York
IHEID_000694--000001_410206,2008,,The principle of common but differentiated responsibilites and the climate change regime,Haroldo de Oliveira MACHADO FILHO,Andrea BIANCHI,Mme Laurence BOISSON,M. Urs LUTERBACHER,Mme Catherine J. REDGWELL
IHEID_000694--000002_410206,2008,,A new institutional economics guide to the making of markets,Ryan Scott ENGEN,HER H,J i Ì j Ryan Scott,Richard BALDWIN,John CUDDY
IHEID_000694--000003_410301,2008,,Aux origines de la nouvelle guerre froide culturelle,Alexandre Gygax,Jérôme Alexandre Gygax GOTE HE8TH NORERO,MM. Jussi HANHIMÄKI,Andre LIEBICH,William R. KEYLOR
IHEID_000694--000004_410301,2008,,China and the World Trade Organization,Esther LAM,Jean-Michel JACQUET,Joost PAUWELYN,Daniel Pruzin,Emtiaz Diab
IHEID_000695--000001_411209,2008,,Entre les mailles du filet ?,Laurent NEURY,Philippe BURRIN,M. Mattew LEITNER,Jean-Pierre AZEMA,Cttil fiCiUt
IHEID_000695--000002_411209,2008,,Justice in the distribution of the world's resources,Daphna SHRAGA,M. Lucius CAFLISCH,M. Marcelo KOHEN,M. Antonio CASSESE,A. Freedom of Use and Exploration for the Benefit of all Mankind 83 B. The Non-Appropriation of Outer Space Including the Moon And Other Celestial Bodies 84 C. Peaceful Uses of the Moon and Other Celestial Bodies 85 III
IHEID_000696--000001_411209,2008,,"""National interests"" and European integration",Katrin MILZOW,HEIfH I NO,Bruno ARCIDIACONO,Gopalan BALACHANDRAN,Anne DEIGHTON
IHEID_000696--000002_410206,2008,,Essays in law and economics,Incomplete Contract,Simon SCHROPP,Patrick LOW,M. Cédric DUPONT,M. Petros MAVROIDIS
IHEID_000696--000003_410206,2008,,Images of law and reality in the work of Hans J. Morgenthau,Oliver JÜTERSONKE,Keith KRAUSE,Peter HAGGENMACHER,M. Martti KOSKENNIEMI,Keith Krausesupervisor
IHEID_000696--000004_410206,2008,,The use of systematic sexual violence (SSV) against women in ethnonationalist war,Nives ZUPANEC,Yugoslavia  Copyright,David SYLVAN,Detailed Table of Contents 8 List of Tables 1 to 6,IV.I Ethnonationalist war against the
IHEID_000696--000005_410206,2008,,L'interdiction des maux superflus,Théo BOUTRUCHE,Andrew CLAPHAM,Peter HAGGENMACHER,Mme Marie-José DOMESTICI-MET,Paul Cézanne
IHEID_000697--000001_410206,2008,,Crossing the normative chasm,Patrick REICHENMILLER,Cédric DUPONT,William A. GIBSON,Virginia Wesleyan College,Governance
IHEID_000697--000002_410301,2008,,"Les ""Français d'abord""",Magali BALENT,Bernard Bruneteau,Christine Vicherd,Marie Le Pen,Bruno Gollnisch
IHEID_000697--000003_410301,2008,,Beating a retreat,Surprising Setbacks,J t  Ôjloi ifi,heiîH,NORERO,David SYLVAN
IHEID_000697--000004_410301,2008,,Stability tests for panels,Laurent PAUWELS,Laurent PAUWELS Sur,Hans GENBERG,Charles WYPLOSZ,Mme Jayalakshmi KRISHNAKUMAR
IHEID_000697--000005_410301,2008,,International trade in water rights,Aline BAILLAT-BALLABRIGA,MM. Urs LUTERBACHER,Cédric DUPONT,Laurence Boisson de Chazoumes,particularly Flore-Anne Bourgeois and Navitri Putrì Guillaume
IHEID_000698--000001_411209,2008,,Which museum for what China ?,Marzia Varutti,HELi H,Museums,Antoine Kernen,Chargé
IHEID_000698--000002_411209,2008,,Production sharing and economic integration,LU O CONSULTATIF Lurong CHEN,Lurong CHEN,MM. Henryk KIERZKOWSKI,Richard BALDWIN,Mr Fukunari KIMURA
IHEID_000698--000003_411209,2008,,Crime international,Isabelle FOUCHARD,Isabelle FOUCHARD Sur,Andrew CLAPHAM,Vincent CHETAIL,Mme Brigitte STERN
IHEID_000698--000004_411209,2009,,"Gender, participatory governance and politics",Participatory Governance and Politics A Case Study in a Lower Class Urban Settlement in Thiruvananthapuram,Sandra Walter,IF Gender,Gender,Participatory Governance and Politics A Case study In
IHEID_000699--000001_411209,2008,,Le statut de l'eau en temps de conflit armé,Mara TIGNINO,SM- Le statut de leau,Mme Laurence BOISSON DE CHAZOURNES,Marcelo KOHEN,M. Luigi CONDORELLI
IHEID_000699--000002_411209,2008,,Explosive remnants of war and the protection of human beings under public international law,HKÛU,Sylvain BEAUCHAMP,ìNSTiTi.iT DB,Lucius,M. Andrew CLAPHAM
IHEID_000699--000003_411209,2009,,New facts of international trade and firm location with firm heterogeneity,Nadia ROCHA,Richard BALDWIN,John D.A. CUDDY,Andrew B. BERNARD,John Cuddy and Jaya Krishnakumar
IHEID_000699--000004_410301,2008,,Iranian political elite and Israel,Mahdi Ahouie,MM. Jussi HANHIMÄKI,David SYLVAN,Mr Houchang E. CHEHABI,Dr. Mohammad-reza Ahouie
IHEID_000700--000001_410301,2009,,Foreign policy and the private sector in Brazil,Joseph MARQUES,Cédric DUPONT,David SYLVAN,Timothy J. POWER,Lecturer
IHEID_000700--000002_410301,2009,,The international legal protection of the Amazon,Beatriz GARCIA,Maria Beatriz GARCIA Sur,M. Marcelo KOHEN,Laurence BOISSON DE CHAZOURNES,Marc Hufty
IHEID_000700--000003_410301,2009,,Presumed outcomes and missing links,Kristine FORSLUND,Alexandre SWOBODA,Hans GENBERG,Abdul Abiad,Prasad
IHEID_000700--000004_411209,2009,,Droit à l'alimentation et accès à la justice,Christophe GOLAY,Andrew CLAPHAM,Andrea BIANCHI,Jean ZIEGLER,M. Eibe RIEDEL
IHEID_000700--000005_411209,2009,,Les interventions de développement et leur logique normalisatrice,Céline,Céline Véronique GERMOND-DURET Sur,Keith KRAUSE,Mme Isabelle SCHULTE-TENCKHOFF,Jacques POIROT
IHEID_000701--000001_411209,2009,,"Dispositifs locaux de régulation, conflits fonciers et logiques d'acteurs dans le cadre d'un projet ",Ramané KABORE,Jean-Pierre Jacob,Ronald Jaubert Président,Autochtones,Peuls
IHEID_000701--000002_410301,2009,,Polyphonie sur l'identité européenne,Sophie HUBER,Andre LIEBICH,Bruno ARCIDIACONO,Marianne,Flore-Anne
IHEID_000701--000003_410206,2009,,Means of transportation registered by international organizations,Vincent COGLIATI-BANTZ,Vincent P. COGLIATI-BANTZ,M. Lucius CAFLISCH,M. Marcelo KOHEN,Philippe GAUTIER
IHEID_000701--000004_410206,2009,,Les armées sur le front intérieur,Giovanni ARCUDI,HEJTH,Jussi HANHIMÄKI,M. Didier BIGO,Maître
IHEID_000702--000001_410206,2009,,Liminality in international relations,Maria Ruxandra STOICESCU,AND UKRAINE,Andre LIEBICH,M. Iver B. NEUMANN,To Ryan Nichols In
IHEID_000702--000002_410206,2009,,Three essays using disaggregated data of international trade,Tadashi Ito,Richard BALDWIN,Patrick LOW,Mr Yasuyuki TODO,EMPIRICAL MODEL
IHEID_000702--000003_411209,2009,,¿Que se vayan todos ?,Revolutionary Changes and Changes in Revolution at the dawn of the 21st Century in Buenos Aires,Pamina FIRCHOW,Revolutionary Changes and Changes in Revolution at the Dawn of the 21,Thomas Biersteker,Peter Edgerly Firchow
IHEID_000702--000004_411209,2009,,The effects of financial globalization on macroeconomic policy outcomes,Htxi Ù I i,Tomasz WIELADEK,i iSn,Charles WYPLOSZ,Alexandre SWOBODA
IHEID_000702--000005_411209,2009,,Three essays in international trade and the location of production,Nana BOURTCHOULADZE,Richard BALDWIN,Patrick LOW,Footloose Capital Model with Asymmetric Trade Costs,Bibliography
IHEID_000702--000006_411209,2009,,Formes d'intégration de l'économie dans les démocraties de marché,Isabelle Hillenkamp,Isabelle HILLENKAMP Sur,Mme Isabelle,Jean-Michel SERVET,Marc HUFTY
IHEID_000703--000001_411209,2009,,The backstabber forgiven ?,Repair Processes in Inter-State Alliances,David SYLVAN,Thomas BIERSTEKER,Mr Stephen Walt,John F. Kennedy Schoolof Government
IHEID_000703--000002_410206,2009,,The Allies and the Italian Social Republic,Anglo-American Relations with,Bruno ARCIDIACONO,Jussi HANHIMÄKI,Università Cattolica del Sacro Cuore,Italia
IHEID_000703--000003_410206,2009,,Contemporary international community,Andraz ZIDAR,Andraz ZI,Andrea BIANCHI,Andrew CLAPHAM,M. Bostjan ZUPANCIC
IHEID_000703--000004_410206,2009,,Les trajectoires de la corruption bureaucratique au Sénégal,Cheikh Tidiane DIEYE,Douanes,Cheikh Tidiane DIEYE Sur,Riccardo BOCCO,M. Giorgio BLUNDO
IHEID_000703--000005_410206,2009,,Scientific reasoning and public deliberation at the WTO,Philipp-Daniel STUCKI,Cédric DUPONT,David SYLVAN,Senior Lecturer,Cédric Dupont for his
IHEID_000704--000001_410301,2009,,Le nationalisme et l'exil,Anne-Sophie BENTZ,Andre LIEBICH,Charles RAMBLE,Lecturer,Speak
IHEID_000704--000002_410301,2009,,De la licéité du recours à la force armée dans le contexte de la lutte contre le terrorisme internat,Eric CORTHAY,M. Marcelo KOHEN,Mme Vera GOWLLAND,Marco SASSOLI,Chapitre I
IHEID_000704--000003_410301,2009,,A human rights perspective for farmers' rights within the World Trade Organization,Andrew CLAPHAM,Joost PAUWELYN,M. Olivier DE SCHÜTTER,Transgenic,Variety Protection Act
IHEID_000704--000004_410301,2009,,Three essays on the consequences of offshore outsourcing,Cosimo BEVERELLI,Richard BALDWIN,Patrick LOW,M. Marcelo OLARREAGA,Nicola Roberto and Lucia i Contents List of Figures iii List of Tables iv Acknowledgments v Introduction 1 Stylized facts
IHEID_000070--000001--000002_410301,2009,,Usages de l'Internet dans les cybercafés de Bamako,Béatrice Audrey STEINER,M. Gilbert RIST,M. Yvan DROZ Chargé,M. Mamadou DIAWARA,Goethe Universität
IHEID_000705--000003_410301,2009,,To what extent can intellectual property law effectively protect and preserve traditional knowledge/,Tony BONNICI,Jean-Michel JACQUET,Andrew CLAPHAM,especially with Canadian,Adrienne Bonnici
IHEID_000705--000004_410301,2009,,The single European currency,Virginia Di Nino,CM CO O CONSULTATIF,ETUDES INTERNAHüNAlES,Richard BALDWIN,Charles WYPLOSZ
IHEID_000705--000005_411209,2010,,La régulation sociale des risques de catastrophe,Fabien NATHAN,Mme Isabelle,Jean-Michel SERVET,Mme Brigit OBRIST,Isabelle Milbert
IHEID_000706--000001_411209,2010,,"Three essays on financial crises, recovery and reform",Ghislaine Weder,Saint-G all,O T O,Charles WYPLOSZ,Cédric TILLE
IHEID_000706--000002_411209,2009,,Three essays on monetary policy and financial markets,Cinzia ALOIDI,Hans GENBERG,Cédric TILLE,Mathias HOFFMANN,Charles Wyplosz
IHEID_000706--000003_411209,2009,,La diaspora et l'Etat-nation sur la scène internationale,Anouck CARSIGNOL,Gopalan BALACHANDRAN,Andre LIEBICH,Jean-Luc MAURER,Mme Catherine SERVAN SCHREIBER
IHEID_000706--000004_410301,2010,,Status and rights of NGOs in international humanitarian law,Claude BARRAT,Mme Vera GOWLLAND,M. Andrew CLAPHAM,Marco SASSOLI,Remerciements
IHEID_000706--000005_410301,2010,,Risk analysis under multilateral institutions,Avian Influenza,Nathalie Brender,Urs LUTERBACHER,Claude,Agathe
IHEID_000707--000001_410301,2010,,L'émergence du Tadjikistan sur la scène internationale,CM CO,Frédérique GUERIN,M. Mohammad-Reza DJALILI,Andre LIEBICH,Mme Catherine POUJOL
IHEID_000707--000002_410301,2010,,International copyright regulation and access to education in developing countries,Andrew CLAPHAM,Joost PAUWELYN,William L. Prosser,Fridrich Strba,Patrick and Miriam
IHEID_000707--000003_411209,2010,,Aux frontières des ordres institutionnels territoriaux,Patrick BOTTAZZI,Patrick BOTTAZZI UNIVERSITE,Marc HUFTY,M. Yvan DROZ,Mme Irène BELLIER
IHEID_000707--000004_411209,2010,,La participation effective des communautés minoritaires à la conduite des affaires publiques,Asso HASSAN ZADEH,MM. Marcelo KOHEN,Pierre-Marie DUPUY,M. Giorgio MALINVERNI,lHomme
IHEID_000707--000005_411209,2010,,Challengers without responsibility ?,Ann-Kristin SJÖBERG,Andrew CLAPHAM,Abstract This,They,Sudanese
IHEID_000708--000004_411209,2010,,The politics of reconciliation between historical enemy states,Seung-hoon HEO,Bruno ARCIDIACONO,Mohammad-Reza DJALILI,Acknowledgements ix CHAPTER I. INTRODUCTION,Conceptual Framework 9
IHEID_000708--000006_410301,2010,,Le discours interprétatif en droit international,Fouad ZARBIEV,Azerbaïdjan,SI-S NORERO,Andrea BIANCHI,Isabelle SCHULTE-TENCKHOFF
IHEID_000709--000001_410301,2010,,Nuclearization and its discontents,Andrew Patrick PROSSER,BBiMaiauttfflW Mwaiaraaawü,Andrew Patrick PROSSER Sur,MM. Urs LUTERBACHER,David SYLVAN
IHEID_000709--000003_410301,2010,,Le droit international économique et les droits sociaux fondamentaux,Julien BURDA,Julien BURDA Sur,Jean-Michel JACQUET,Mme Catherine KESSEDJIAN,Charles LEBEN
IHEID_000709--000004_410301,2010,,"Droits et obligations des états côtiers, des états tiers et des organisations internationales compét",Zineb AFIFY,M. Lucius CAFLISCH,M Marcelo KOHEN,M. Mohamed,Chapitre I
IHEID_000710--000002_411209,2011,,La réalisation dans le temps de l'illicite international et ses conséquences dans le droit de la res,Marie Joseph,M. Marcelo KOHEN,Mme Vera GOWLLAND,M. Giorgio GAJA,Messieurs Markus Schmidt
IHEID_000710--000003_411209,2010,,"Same myth, different celebration ?",Thorsten Manuel WETZLING,Thorsten Manuel WETZLING C,David SYLVAN,Peter GILL,United Kingdom
IHEID_000710--000005_411209,2010,,Contemporary Chinese migration to Western continental Europe,Mara Di Rocco,Lanxin XIANG,Vincent CHETAIL,Chinese,CHINAS MIGRATION
IHEID_000710--000006_411209,2010,,Access and participation in criminal procedures for victims of gross human rights violations,Juan Carlos OCHOA SANCHEZ,Juan Carlos,Andrew CLAPHAM,Andrea BIANCHI,Robert ROTH
IHEID_000711--000001_411209,2010,,Insecurity communities,Jonas HAGMANN,Contested,Thomas BIERSTEKER,Mr Michael C. WILLIAMS,Graduate School of Public and International Affairs
IHEID_000711--000002_411209,2010,,Promotion des petites entreprises de transformation agroalimentaire au Burkina Faso et au Ghana,Florent SONG-NABA,Philippe RÉGNIER,Jean-Michel SERVET,M. Bréhima DIAWARA,M. George MANU
IHEID_000711--000005_411209,2010,,L'unification du droit des affaires de l'OHADA,Parfait DIÉDHIOU,Jean-Michel JACQUET,Peter HAGGENMACHER,Paul-Gérard POUGOUÉ,Premier Vice-Recteur
IHEID_000712--000001_411209,2010,,"Building a state, dispossessing the nation",Navitri Ismaya,Building,MM. Urs LUTERBACHER,David SYLVAN,Mrs Anne BOOTH
IHEID_000712--000003_410301,2010,,Essays in competition policy and trade,Kornel Mahlstein,Richard BALDWIN,Georges SIOTIS,European Commission,Merger Guidelines
IHEID_000712--000004_411209,2010,,L'administration Reagan au Chili (1981-1989),Diego AVARIA,MM. Jussi HANHIMÄKI,Claude AUROI,Georges-Henri SOUTOU,Paris IV
IHEID_000712--000006_411209,2010,,Governance reform in Africa,Jérôme BACHELARD,Vaud,Governance,Jérôme BACHELARD Sur,Cédric DUPONT
IHEID_000712--000007_410301,2010,,Three essays on the economics of international trade law,Daniela BENAVENTE,Richard BALDWIN,M. Marcelo OLARREAGA,Carolina,Bilateral Agreements
IHEID_000713--000004_411209,2010,,Labor and product market frictions and the business cycle,Charles WYPLOSZ,Cédric TILLE,M. Pierpaolo BENIGNO,Libera Università Internazionale degli Studi Sociali,Real Wage Rigidities
IHEID_000713--000005_411209,2011,,Le concept de troisième force en Grande-Bretagne au lendemain de la Deuxième guerre mondiale,Alexandre SOLiOZ,HEUtì NO,Bruno ARCIDIACONO,Jussi HANHIMÄKI,Anonio Varsori
IHEID_000713--000006_410301,2010,,The limits of intervention,James Randall STOCKER,James Randall STOCKER Sur,M. Jussi HANHIMÄKI,M. Mohammad-Reza DJALILI,Forging
IHEID_000714--000002_410301,2011,,Derussification or Ukrainization ?,Oksana MYSHLOVSKA,Andre LIEBICH,M. François GRIN,M. Davide RODOGNO,Methodological Approaches
IHEID_000714--000005_410301,2011,,L'intérêt culturel internationalement protégé,Vittorio MAINETTI,Peter HAGGENMACHER,M. Lucius CAFLISCH,Mrs Roberta CLERICI,Mr Manlio FRIGO
IHEID_000715--000001_410206,2011,,The notion of international legal order,Maria Elvira QUEROL,M. Lucius CAFLISCH,M. Andrea BIANCHI,Mr Gerhard HAFNER,trust against all odds. I
IHEID_000715--000002_410206,2010,,Les finalités de l'occupation militaire,Danio CAMPANELLI,Peter HAGGENMACHER,Andrew CLAPHAM,M. Djamchid MOMTAZ,Loccupation
IHEID_000715--000003_410206,2010,,Les contours de l'expropriation indirecte en droit international des investissements,Hautes Etudes Internationales,Henrique Suzy NIKIÈMA,Jean-Michel JACQUET,Pierre-Marie DUPUY,Mme Brigitte STERN
IHEID_000715--000004_410206,2011,,Protection de la santé et droit international économique,Mélanie SAMSON,Jean-Michel JACQUET,Andrea BIANCHI,Mme Brigitte STERN,Mme Geneviève BASTID-BURDEAU
IHEID_000716--000001_410206,2011,,Culture after conflict,Lana SRZIC,Andre LIEBICH,Bruno ARCIDIACONO,Theoretical Framework,December 14
IHEID_000716--000002_410206,2011,,L'interdiction de la discrimination fondée sur la nationalité en droit international des droits de l,Julie GAUDREAU,Andrea BIANCHI,Andrew CLAPHAM,Eibe Riedel,Jean-Yves Carlier
IHEID_000716--000003_411209,2011,,Les relations entre Téhéran et Moscou depuis 1979,Clément THERME,M. Mohammad-Reza DJ ALILI,M. Jussi HANHIMAKI,Fartiad KHOSROKHAVAR,Denis BAUCHARD
IHEID_000716--000004_411209,2011,,Post-conflict peace-building,Post-Conflict Peace-Building The Emergence of an International Practice,Moncef Kartas,Thomas BIERSTEKER,Roland PARIS,Critical History - How
IHEID_000717--000001_411209,2011,,The idea of Europe in classical Weimar,Schiller,Dominic Eggel,Herderand Wieland,André LIEBICH,Philippe BURRIN
IHEID_000717--000002_411209,2011,,When the dog does not bark,Damianos SEREFIDIS,David SYLVAN,M. Davide RODOGNO,M. François RUEGG,Chaire
IHEID_000717--000003_411209,2011,,The extraterritorial application of selected human rights treaties,Karen OLIVEIRA,Andrew CLAPHAM,Peter HAGGENMACHER,9 A. Main,French
IHEID_000717--000004_411209,2010,,Three essays on trade and mode of supply,Pamela Bombarda,Richard Baldwin,Simon EVENETT,Bocconi Unviersity,Theoretical Framework 10
IHEID_000718--000001_411209,2011,,The international legal framework against corruption,Corruption States obligations to prevent and repress corruption,Julio BACIO TERRACINO,Julio BACIO TERRACING,Andrew CLAPHAM,Jean-Pierre LAVIEC
IHEID_000718--000003_410206,2011,,Incorporation of treaties into other treaties,Elena BOURTCHOULADZE,M. Lucius CAFLISCH,Mme Gabrielle MARCEAU,M. Joost PAUWELYN,Mme Carolyn DEERE
IHEID_000718--000004_410206,2011,,Components of the Iranian foreign policy,Hassan Farazian,Farazian UNIVERSITE,Urs LUTERBACHER,Mme Stephanie,Mr Serdar GÜNER
IHEID_000719--000001_410206,2011,,La diligence en droit international,U-feiIi,Awalou Ouedraogo,Andrea BIANCHI,Pierre-Marie DUPUY,Alexis KELLER
IHEID_000719--000002_410301,2011,,Droits de l'homme et immunités des organisations internationales,Matthieu Aldjima NAMOUNTOUGOU,Aldjima NAMOUNTOUGOU Sur,Mme Vera GOWLLAND,MM. Andrea BIANCHI,Jean-Michel JACQUET
IHEID_000720--000001_410301,2011,,The law of nations in early American foreign policy,N T N,Willem Theo OOSTERVELD,M. Jussi HANHIMAKI,Peter HAGGENMACHER,M. Jay SEXTON
IHEID_000720--000002_410301,2011,,Captured in war,EIs Elisabeth DEBUF,Els Elisabeth DEBUF,M. Andrew,Nicolas MICHEL,M. Theodor MERON
IHEID_000720--000003_410206,2011,,Democracy in international law and its critics,Lope de Vega 3 Democracy in International Law and Its Critics A Constitutionalist Perspective,M. Marcelo KOHEN,Mme Vera GOWLLAND,Mr David W. KENNEDY,From H. Kelsens Pure Self-Constitutive Bias
IHEID_000720--000004_410206,2011,,The domestic sources of European foreign policy,Omar Ramon SERRANO,Omar Ramon SERRANO Sur,M. Cédric DUPONT,M. Urs LUTERBACHER,Frank SCHIMMELFENNIG
IHEID_000721--000002_410206,2011,,"Post-conflict elections, sustainable peace and the construction of domestic political order",Electoral,Fabio OLIVA,i Post-conflict elections,Thomas BIERSTEKER,Promoting
IHEID_000721--000006_410206,2011,,"Fragmentation, pluralism and judicial interpretation in public international law",M. Lucius CAFLISCH,M. Andrea BIANCHI,Mr Gerhard HAFNER,Internationaland Comparative Law,Mutual Impacts of Globalization and International Law
IHEID_000721--000007_410206,2011,,Three essays in international and domestic aspects of financial integration,Cameron MCLOUGHLIN,Thesis N,Cédric TILLE,M. Rahul MUKHERJEE,Mathias HOFFMANN
IHEID_000721--000008_411209,2011,,Cosmologie et ordre de la nature,Hautes Etudes Internationales,Cheikh Sadibou SAKHO,Mme Isabelle SCHULTE-TENCKHOFF,M. Alessandro MONSUTTI,Mr John GALATY
